no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,mailing_option,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,brands,current_listing_price,len_posts,post_word_count,lemma_posts,probability,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,price
4,4,De Rosa vintage steel road bike,"1,850",Well used,Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Bus Stop 58129 (Blk 508 CP)Blk 508 MSCP (No. SWSB29)See 1+ locations,xiuting88,Joined 3 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.8,33,De Rosa,1850.0,106,17,de rosa vintage steel road bike shimano 600 groupset 7 speed size:54 effective tube length:54 cm,0.1830759404982301,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,2
23,2,Scott CR1 Team Carbon Bike,600,Well used,Meetup,2 days ago,Road Bikes,Bumped,Has minor flaws or defects.,N,Y,Commonwealth MRT Station (EW20),commonwealth.habitats,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,8,Scott,600.0,166,26,scott cr1 team carbon bike frame size 54 medium groupset shimano 105 weight 8 kg wheel fulcrum racing 7 tyre continental grandprix-4 season need new chain,0.19551681515880417,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,0
17,4,Cervelo R5 (2011) Size 58cm,"1,000",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Binchang Rise,prk122,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,9,Cervelo,1000.0,294,48,cervelo r5 2011 size 58 cm   cervello r5 carbon road bike   light weight stiff fast   minor mark frame good condition   component great condition usable include sram carbon crank ultegra component mavic cosmic wheel fizik seat,0.2426129127674961,merida,carbon,reacto,bike,ultegra,shimano,size,scultura,frame,road,1
18,7,Trek MT220,100,Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,The Marbella博多もつ鍋 悟喰 Japanese Restaurant Goku,liulinyi,Joined 8 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.8,16,Trek,100.0,67,10,trek mt220 famous brand maintain regularly,0.6729099239618088,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,0
18,6,Basso Road Bike,550,Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Our Tampines Hub,zaikikz,Joined 1 year ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,10,Basso,550.0,98,17,basso road bike -ref photo information good condtion available view,0.21105109505951375,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,0
9,3,Specialised Cycle satin flake silver / black,"1,000",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Simei MRT Station (EW3),rajesh0304,Joined 5 years ago,Not Responsive,Verified,1.0,1.0,1.0,0.0,0,Specialised,1000.0,127,24,specialised cycle satin flake silver black size 56 color satin flake silver/ black 4 5 time usual price 1500,0.42258339407363016,merida,carbon,reacto,bike,ultegra,shimano,size,scultura,frame,road,1
1,1,Boardman for sale,"1,500",Well used,Meetup,1 week ago,Road Bikes,Bumped,Has minor flaws or defects.,N,Y,Pasir Ris Bus Interchange,dol_asmara,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,21,Boardman,1500.0,71,11,boardman sale item   part upgraded.price nego view,0.5180668454448737,specialized,bike,mm,carbon,shimano,tarmac,size,saddle,speed,ultegra,2
118,4,Merida Road Bike Shimano 105,999,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Foodpark,ziq20,Joined 3 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.8,84,"Merida, Merida",999.0,321,52,merida road bike shimano 105 fixed price fixed price selling super cheap 11speed bike carbon wheelset come serve merida reacto road bike aero bike shimano 105 11 x 2 speed size s 165 177 cm height fizik saddle fit novatec brand carbon wheelset enve sticker continental tyre,1.0,merida,carbon,reacto,bike,ultegra,shimano,size,scultura,frame,road,1
33,6,Specialized Diverge E5 size 58 177cm,900,Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Bedok Reservoir MRT Station (DT30)Bedok Reservoir Park,st_lim,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,105,"Specialized, specialized",900.0,221,40,specialized diverge e5 size 58 177 cm title   176 cm bike fit need   take bike spin love way light 9 kg speedy stock specialized part disc brake  ,0.2513155605874701,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,1
0,2,specialized bar wrap,40,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,N,Y,Serangoon MRT Interchange (NE12/CC13),jonathonwick,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,107,", , Giant, giant, Scott, Bianchi, Trek, trek, Canyon, Pinarello, Colnago, colnago, colnago, specialized, Specialized, Merida, bmc, Cinelli, Ridley, Cannondale, focus, look, boardman, cervelo, cipollini, ceepo",40.0,2633,415,specialized bar wrap brand new box ass works s wrap green colour amazing grip perfect sweaty palm grippy heck especially wet dirty ride   tag fixie fixed gear aventon mataro córdoba diamond   unknown type1 type2 lv1 lv2 lv3 ps1 ps2 psx skream v1 v2 v3 chameleon magnum colossi lowpro wish bone throne tracklord supreme lo constantine drag barnard urbane disparar cinelli mash histogram parallax vigorelli          engine 11 vortex sprinter breaker tsunami visp aerosprint airwalk nabius a2 dosnoventa ingria airpusher breakbrake pias agra bianchi specialized canyon cannondale merida polygon sworks pinarello scott ridley giant trek crolan   trinx colnago java mavic ellipse hplusson rinpoch fizik supacaz 3 t enve 70 mm 88 mm carbon truvativ deda sugino zen dex grand compre hed trispoke aerospoke navigate rookiez rotor3d24 velocidad thickslick fuji   argon 18 8bar toe cage pedal strap dropbar riser bar stem kmc chain pagan hydra prolite escooter skream v1 v2 v3 titan bora giant tcr slr advanced propel campagnolo sram etap red force rotor aldhu langster pro trek madone enve zipp carbon rinpoch colossi low pro wishbone ellipse corima colnago roadie reacto dura ace 105 ultegra tiagra sora claris constantine barnard disparar windshear palldium drag blb king gxp hawk race sugino pista messenger zen njs kori york long bar pepper nar straight bar stem spacer seatpost saddle chain ring washer spacer garmin mount barfly cleat shimano keo cleat will dyu fiido dualtron 2 limited ultra speedway helmet glove giro spoke oilslick moonlight chain ring ceepo cheeko ec 90 sl 70 easton piston miche pistard advance liberty swift drone centurio lollica primus harris brandless wts wtt bike fast deal carbon alloy alu titanium steel reynolds di 2 alu carbon frame carbon alu fork aerofly onium american classic novatec philwood blb track la pivora kori york dt swiss ota mack hubs cps gumwall cst continental gator skin vittoria cimellia masi affinity intro 7 motor brake shifter brake pad synergy light sprinergy disc powerway prowheel solid low flange high flange track swift drone ascent defiant urata rear clipless toe cage bb bracket kmc rim velocidad velocity pursuit wd 40 vision kmc muc deda thomson elite miche primato leader kagero airpusher arma blade polygon coastal brake aleoca cervelo cipollini planet x 8bar v6 look boardman bmc grun nelipryde 30 144bcd fulcium fuji confession scultra colnago time focus bomb track argon legend izumi rotor q ring kenda san marco   brakeless rolf prima caleido colombus fsa dynamo btwin airwalk pizz,0.2982520471736504,specialized,bike,mm,carbon,shimano,tarmac,size,saddle,speed,ultegra,0
18,5,Specialized allez sport Road bike,"1,300",Like new,Meetup,3 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,N,Y,Sycamore Tree,5hz4g865ps03524,Joined 1 month ago,Very Responsive,Verified,1.0,0.0,1.0,0.0,0,"Specialized, allez",1300.0,72,12,specialized allez sport road bike pay cash   paynow     wechat,0.19628177281787323,specialized,bike,mm,carbon,shimano,tarmac,size,saddle,speed,ultegra,2
5,3,Merida bike: speeder 900,"1,099",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Rivercove Residences EC,riverc1138,Joined 4 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.9,61,Merida,1099.0,135,22,merida bike speeder 900 range fitness bike   shimano road component 10 speed ultegra   reason cycle anymore  ,1.0,merida,carbon,reacto,bike,ultegra,shimano,size,scultura,frame,road,1
34,10,Giant Fastroad advance 2 Bicycle,"1,500",Like new,Meetup,3 months ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Tampines East,starchildten,Joined 6 years ago,Not Responsive,Verified,1.0,0.0,1.0,5.0,8,"Giant, Giant, Giant, Giant",1500.0,1374,213,"giant fastroad advance 2 bicycle attention cyclist miss excellent opportunity maintain giant fastroad advanced bicycle proud owner sell bike upgrade new ride 1,000 km carefully maintain use   excellent condition bike great shape minor cosmetic scratch fork seat post ride thoroughly clean high quality clean lotion sure chain wax smooth performance   size fit perfect rider 165 cm tall size s bicycle feature sleek charcoal color carbon composite frame fork lightweight durable ride   comfortable upgrade enjoy comfortable ride upgrade west biking cushion seat free bonus bottle cage bull horn add convenience   reliable components equip shimano tiagra 20 speed shifter derailleur rs400 crankset bike offer smooth reliable shifting tektro hd r210 hydraulic disc brake provide excellent stop power tubeless ready giant sr2 disc rim gavia fondo 2 tire ensure stable responsive ride miss fantastic deal maintain upgrade giant fastroad advanced bicycle",0.23066747792291573,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,2
157,10,Vintage 1960s Raleigh Bicycle 56cm,599,Well used,Meetup,3 days ago,Road Bikes,Bumped,Has minor flaws or defects.,N,Y,MacPherson,ruiperx,Joined 8 years ago,Not Responsive,Verified,1.0,1.0,1.0,5.0,5,Cinelli,599.0,280,47,vintage 1960 raleigh bicycle 56 cm vintage raleigh bicycle fly uk original vintage brooks saddle single speed flip flop hub new original cinelli handle bar original lugged frame come original raleigh handle bar 56 cm vintage raleigh collector,0.12083905583141716,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,0
24,7,Argon 18 Road Bicycle,550,Lightly used,Meetup,4 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Bukit Batok Street 21,yayayahahaha,Joined 10 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,82,", ",550.0,303,50,argon 18 road bicycle care argon 18 sale   dura ace drivetrain   ritchey stem seat post   dt swiss rim spoke   rest part come view   sell bike dismantle sell individual part   contact detail view   thank,1.0,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,0
4,5,Willier Triestina XXS,"1,200",Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,N[email protected] Level 1 Carpark,sheeda.enee,Joined 9 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,192,Willier,1200.0,226,38,willier triestina xxs fast   italian bike .... 35 kmh 10 time .... reason sell buy wrong size buy 1890   bikemart.sg keep receipt price negotiable,0.2757484018637362,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,1
28,7,Giant Defy Advanced 3 - 'M' size,"1,300",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,12A Dover Rise Multi-storey Carpark,gerdltc,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,45,"Giant, Giant, Giant",1300.0,496,83,giant defy advanced 3 m size •advanced carbon composite frame fork •stock trp spyre mechanical disc brake upgrades •shimano 105 groupset 11 32 casette fc rs500 crankset 50/34 t 170 mm •giant sl wheelset vittoria zaffiro pro tyre 28 mm 32 mm rear •fizik cyrano handlebar 420 mm giant contact sl stem 90 mm •shimano deore xt   spd pedal bike design comfort set   long hilly ride throw pair shimano spd sl pedal price meet,0.2814609623155326,giant,tcr,shimano,advanced,pro,size,carbon,disc,wheelset,advance,2
3,2,Felt F6,"1,200",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Rivervale Plaza Carpark,carosellerseller29,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,190,"Felt, Felt",1200.0,202,36,felt f6 felt f6   carbon wheels w gp5000 25c tyre   sram apex 10 speed   shimano clipless pedal   magene bike comp mount   bike work fine   light   self collect place seng kang,0.1458236617913448,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,1
1,4,GIANT TCR ADVANCED 2,"2,400",Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Paya Lebar Kovan CC,pH1l1pss,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,478,GIANT,2400.0,88,16,giant tcr advanced 2 1 warranty tay junction 2 refer king mountain  ,0.679550157421883,giant,tcr,shimano,advanced,pro,size,carbon,disc,wheelset,advance,2
10,3,Specialized Allez Sprint Disc 54,"2,299",Well used,Meetup,4 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Pasir Ris MRT Station (EW1),kserr17,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,77,"Specialized, specialized, Look, Allez",2299.0,641,103,specialized allez sprint disc 54 size 54 specialized flared handlebar 38cm-42 cm deda 115 mm stem 105 groupset rd(ultegra chain dura ace ultegra rotor 54/40 t stone chainring look keo carbon pedal token bb creak free 2month old avian 45 mm wheelset continental gp5000 tyre 25c ridenow tube total bike weight 8.2 kg saddle nego till let willing sell wheelset 1.8k frameset 900 willing trade brompton sell magene t300 600 issue paint bubble rd bb area 1 chain stay bubble sand coat,0.23168051202410686,specialized,bike,mm,carbon,shimano,tarmac,size,saddle,speed,ultegra,2
3,3,Specialized Ruby 54CM,950,Like new,Mailing · Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,Y,Y,Beauty World Mrt Stn Exit B Pick-Up/Drop-Off Point,beautyworldcycles,Joined 7 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,266,", GIANT, SCOTT, TREK, CANYON, DOGMA, COLNAGO, Specialized, SPECIALIZED, MERIDA, BMC, WILIER, FOCUS, BOARDMAN",950.0,788,133,specialized ruby 54cm whatsapp 8333 0860 amazing condition 105 groupset maintain price negotiable day doorstep delivery available 30 want cheap decathalon good place shop happy trade brand state focus ultegra sworks roval 105 minoura h&h ybn trigo dahon tern chris king elite lightworks praxis carbon ti easy wheels brooks thm joseph kuosac ergon extralite bmc merida canyon   s works trek fac enve xx xxi 18 gx   argon c90 slx campagnolo xtr saint   3 t venge sl6 madone sl7 deore xt xtr di2 dogma   red duraace specialized xo x1 s bora peter xt slx zee   roval red force rival disruption speed light s works sram etap mongoose   chwinn x5 giant colnago sagan enve boardman ridea shimano wilier    scott xo1 x9 x7,0.3055975547415319,specialized,bike,mm,carbon,shimano,tarmac,size,saddle,speed,ultegra,1
4,6,Avail Flatbar Roadbike,"1,000 1,200",Like new,Meetup,3 weeks ago,Road Bikes,Bumped,Used once or twice. As good as new.,N,Y,Bedok Court Swimming PoolPlayground @ Bedok Court,micheyee,Joined 6 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,22,Giant,1000.0,141,23,avail flatbar roadbike giant avail pro flat bar ultegra road bike   carbon frame shimano 105 parts disc limited edition flat bar roadbike,0.8006607175789467,giant,tcr,shimano,advanced,pro,size,carbon,disc,wheelset,advance,1
42,5,giant fastroad advance 1 (2023),"1,680",Like new,Meetup,2 weeks ago,Road Bikes,Bumped,Used once or twice. As good as new.,N,Y,Blk 467 Jurong West Street 41,eagle2023,Joined 4 years ago,Very Responsive,Verified,0.0,1.0,1.0,5.0,57,giant,1680.0,142,26,giant fastroad advance 1 2023 month good brand new receipt size m price firm visit test drive location s(640467,0.3532104290650028,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,2
22,3,Giant bicycle for sale,100,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 108 Potong Pasir Avenue 1,surea77,Joined 7 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,49,"Giant, Giant",100.0,55,10,giant bicycle sale giant bicycle sale,0.3017645492322949,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,0
8,4,Giant Aix 777 Frame,70,Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Hougang MRT Station (NE14),teopohhuat.,Joined 6 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,15,Giant,70.0,20,4,giant aix 777 frame,0.6423552420698931,giant,tcr,shimano,advanced,pro,size,carbon,disc,wheelset,advance,0
69,5,Canyon Ultimate CF SL 9.0 Full Carbon Frame - Size S,"1,900",Well used,Meetup,3 weeks ago,Road Bikes,Bumped,Has minor flaws or defects.,N,Y,hillV2,jrwinderam,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,12,"Canyon, Canyon, Canyon",1900.0,304,56,canyon ultimate cf sl 9.0 carbon frame size s canyon ultimate cf sl 9.0 carbon frame 2017 model size s height 170 178 cm shimano r6800 ultegra 11 speed mechanical group set rim brake carbon ritchey handlebar stem   canyon stock seat post fork   d jet rcwheel set,1.0,canyon,cf,bike,ultimate,endurace,aeroad,size,sl,shimano,new,2
4,10,Specialized Ruby Elite,600,Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,The Trillium 118,angelicao43430,Joined 2 months ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,2,"Specialized, Specialized, Specialized",600.0,276,44,specialized ruby elite specialized ruby elite size 54 female carbo frame specialized fact 7r shimano 105 fulcrum wheel carbon seatpost discount 250 ask price esthetical damage frame structure solid worry,0.24104006892925467,bike,size,carbon,shimano,frame,mm,road,new,cm,speed,0
